pib,municipio,cod_mun,ano
3055591,Santo Antônio dos Lopes,2110302,2021
143478,São Benedito do Rio Preto,2110401,2021
312229,São Bento,2110500,2021
281230,São Bernardo,2110609,2021
320539,São Domingos do Azeitão,2110658,2021
355969,São Domingos do Maranhão,2110708,2021
86169,São Félix de Balsas,2110807,2021
121274,São Francisco do Brejão,2110856,2021
98997,São Francisco do Maranhão,2110906,2021
135625,São João Batista,2111003,2021
123039,São João do Carú,2111029,2021
151478,São João do Paraíso,2111052,2021
156403,São João do Soter,2111078,2021
341012,São João dos Patos,2111102,2021
2293966,São José de Ribamar,2111201,2021
61953,São José dos Basílios,2111250,2021
36535226,São Luís,2111300,2021
170085,São Luís Gonzaga do Maranhão,2111409,2021
429291,São Mateus do Maranhão,2111508,2021
127634,São Pedro da Água Branca,2111532,2021
83552,São Pedro dos Crentes,2111573,2021
739661,São Raimundo das Mangabeiras,2111607,2021
43968,São Raimundo do Doca Bezerra,2111631,2021
45779,São Roberto,2111672,2021
145781,São Vicente Ferrer,2111706,2021
93100,Satubinha,2111722,2021
101851,Senador Alexandre Costa,2111748,2021
187168,Senador La Rocque,2111763,2021
72464,Serrano do Maranhão,2111789,2021
221539,Sítio Novo,2111805,2021
126237,Sucupira do Norte,2111904,2021
48010,Sucupira do Riachão,2111953,2021
2351452,Tasso Fragoso,2112001,2021
196385,Timbiras,2112100,2021
2320942,Timon,2112209,2021
525551,Trizidela do Vale,2112233,2021
60071,Tufilândia,2112274,2021
365257,Tuntum,2112308,2021
295967,Turiaçu,2112407,2021
223113,Turilândia,2112456,2021
546267,Tutóia,2112506,2021
247541,Urbano Santos,2112605,2021
433576,Vargem Grande,2112704,2021
490490,Viana,2112803,2021
156939,Vila Nova dos Martírios,2112852,2021
318224,Vitória do Mearim,2112902,2021
325567,Vitorino Freire,2113009,2021
567166,Zé Doca,2114007,2021
73561,Acauã,2200053,2021
47283,Agricolândia,2200103,2021
243971,Água Branca,2200202,2021
65442,Alagoinha do Piauí,2200251,2021
48184,Alegrete do Piauí,2200277,2021
130955,Alto Longá,2200301,2021
537774,Altos,2200400,2021
82125,Alvorada do Gurguéia,2200459,2021
192592,Amarante,2200509,2021
66748,Angical do Piauí,2200608,2021
98945,Anísio de Abreu,2200707,2021
143815,Antônio Almeida,2200806,2021
57305,Aroazes,2200905,2021
24625,Aroeiras do Itaim,2200954,2021
48922,Arraial,2201002,2021
64266,Assunção do Piauí,2201051,2021
97601,Avelino Lopes,2201101,2021
1768579,Baixa Grande do Ribeiro,2201150,2021
38963,Barra D'Alcântara,2201176,2021
497599,Barras,2201200,2021
163172,Barreiras do Piauí,2201309,2021
89830,Barro Duro,2201408,2021
250803,Batalha,2201507,2021
46876,Bela Vista do Piauí,2201556,2021
41264,Belém do Piauí,2201572,2021
91895,Beneditinos,2201606,2021
72158,Bertolínia,2201705,2021
62561,Betânia do Piauí,2201739,2021
62507,Boa Hora,2201770,2021
47772,Bocaina,2201804,2021
1410185,Bom Jesus,2201903,2021
70166,Bom Princípio do Piauí,2201919,2021
52945,Bonfim do Piauí,2201929,2021
51725,Boqueirão do Piauí,2201945,2021
69324,Brasileira,2201960,2021
43978,Brejo do Piauí,2201988,2021
214747,Buriti dos Lopes,2202000,2021
69690,Buriti dos Montes,2202026,2021
86134,Cabeceiras do Piauí,2202059,2021
34182,Cajazeiras do Piauí,2202075,2021
115376,Cajueiro da Praia,2202083,2021
195079,Caldeirão Grande do Piauí,2202091,2021
57496,Campinas do Piauí,2202109,2021
51371,Campo Alegre do Fidalgo,2202117,2021
62135,Campo Grande do Piauí,2202133,2021
56554,Campo Largo do Piauí,2202174,2021
705863,Campo Maior,2202208,2021
41948,Canavieira,2202251,2021
271388,Canto do Buriti,2202307,2021
106410,Capitão de Campos,2202406,2021
43675,Capitão Gervásio Oliveira,2202455,2021
97485,Caracol,2202505,2021
57437,Caraúbas do Piauí,2202539,2021
50031,Caridade do Piauí,2202554,2021
202443,Castelo do Piauí,2202604,2021
53140,Caxingó,2202653,2021
272767,Cocal,2202703,2021
46961,Cocal de Telha,2202711,2021
56960,Cocal dos Alves,2202729,2021
37708,Coivaras,2202737,2021
70559,Colônia do Gurguéia,2202752,2021
68111,Colônia do Piauí,2202778,2021
60446,Conceição do Canindé,2202802,2021
40760,Coronel José Dias,2202851,2021
680693,Corrente,2202901,2021
75069,Cristalândia do Piauí,2203008,2021
121550,Cristino Castro,2203107,2021
141390,Curimatá,2203206,2021
409013,Currais,2203230,2021
39660,Curralinhos,2203255,2021
78394,Curral Novo do Piauí,2203271,2021
211639,Demerval Lobão,2203305,2021
67492,Dirceu Arcoverde,2203354,2021
78045,Dom Expedito Lopes,2203404,2021
46532,Domingos Mourão,2203420,2021
164346,Dom Inocêncio,2203453,2021
164731,Elesbão Veloso,2203503,2021
55592,Eliseu Martins,2203602,2021
456546,Esperantina,2203701,2021
46774,Fartura do Piauí,2203750,2021
48120,Flores do Piauí,2203800,2021
25258,Floresta do Piauí,2203859,2021
1469174,Floriano,2203909,2021
44797,Francinópolis,2204006,2021
46763,Francisco Ayres,2204105,2021
32841,Francisco Macedo,2204154,2021
83027,Francisco Santos,2204204,2021
112454,Fronteiras,2204303,2021
59253,Geminiano,2204352,2021
